,0,1,2
0,0.0,0.0018672419612778834,0.0006977866952573615
1,1.0,0.0007066187131891234,0.0006761893829596895
2,2.0,0.0006923518322528926,0.0006752774643246084
3,3.0,0.0006917812538126276,0.0006752395254027631
4,4.0,0.0006917398433735663,0.0006752626047403153
5,5.0,0.0006917317902358869,0.0006751886144879141
6,6.0,0.0006917112515549417,0.0006751393084414303
7,7.0,0.0006916903776409863,0.0006751170523265111
8,8.0,0.0006916625112622838,0.0006751043381102915
9,9.0,0.0006916205435387652,0.0006750951953498381
10,10.0,0.0006915578441866846,0.0006750794418621808
11,11.0,0.0006914699021123212,0.0006750448290923876
12,12.0,0.000691345658938021,0.0006749666977806815
13,13.0,0.0006911498235745563,0.0006747577530664525
14,14.0,0.0006907782840749456,0.0006741583555205059
15,15.0,0.0006899977279654531,0.0006733404464154903
16,16.0,0.0006885868766672771,0.0006715876640685435
17,17.0,0.0006870470576729902,0.0006698123969337237
18,18.0,0.0006852752789941236,0.0006680128073120224
19,19.0,0.0006840923505714509,0.0006660172408114054
20,20.0,0.0006808781903668272,0.0006620245154148766
21,21.0,0.0006784507336474404,0.0006571148572090481
22,22.0,0.0006742389135373136,0.0006520967830770782
23,23.0,0.0006656325788720062,0.000638252469278606
24,24.0,0.000635018973197374,0.0005890131828242115
25,25.0,0.0005759510882112577,0.0005404305868848626
26,26.0,0.0005479917712768333,0.0005259319732431322
27,27.0,0.0005333662449158039,0.0005126225337984838
28,28.0,0.0005235226255738073,0.000504123604124678
29,29.0,0.000517701870261657,0.0005017058699325259
30,30.0,0.0005130647461757892,0.0004982920654583722
31,31.0,0.0005097737669496348,0.000496327893675438
32,32.0,0.0005070704328655093,0.0004944205741464559
33,33.0,0.0005041225436057344,0.0004920123818530035
34,34.0,0.0005010291459728722,0.00048824346907037707
35,35.0,0.0004979913916300844,0.00048464128797474714
36,36.0,0.0004949937348202285,0.00048313458267200204
37,37.0,0.0004919353156798968,0.0004811557134546872
38,38.0,0.0004887953842558933,0.0004809488184816603
39,39.0,0.00048820447625109445,0.0004780832096002996
40,40.0,0.0004889451116064771,0.0004652181856467256
41,41.0,0.00047929256969062543,0.00046241707916903706
42,42.0,0.00047555238254264824,0.00045998636882619133
43,43.0,0.00047322694013861045,0.00045742937280530375
44,44.0,0.0004710790526587516,0.00045529016227062257
45,45.0,0.0004690065710477669,0.0004531150126630174
46,46.0,0.000467229511640552,0.00045081571858775405
47,47.0,0.0004652114800625929,0.0004485446718587939
48,48.0,0.0004636013947203065,0.00044646453794224987
49,49.0,0.0004617457021527958,0.00044439311854408255
50,50.0,0.0004600383625883195,0.00044253147955584737
51,51.0,0.0004581611881601728,0.0004405581733278398
52,52.0,0.000456293675125818,0.0004389164054633251
53,53.0,0.00045450320208652154,0.00043725326707187506
54,54.0,0.00045274674711335037,0.0004357892820345504
55,55.0,0.00045117966321952364,0.00043423854263632426
56,56.0,0.00044955929236796993,0.000432658038334921
57,57.0,0.0004479047622428172,0.00043113812820852866
58,58.0,0.0004461708562707321,0.0004292294491148953
59,59.0,0.0004445774959296816,0.00042777988710440695
60,60.0,0.00044303075561334416,0.00042614197341858277
61,61.0,0.00044128262002400505,0.0004245289850846997
62,62.0,0.000439373745056973,0.00042328798528095443
63,63.0,0.00043763206728423637,0.0004218868312558958
64,64.0,0.0004358611196814174,0.0004206292422687901
65,65.0,0.00043415107669446753,0.00041921536571213176
66,66.0,0.0004325356718187255,0.0004177078642117392
67,67.0,0.00043095388402300023,0.00041633896346736165
68,68.0,0.00042938825208693743,0.00041488013604456294
69,69.0,0.000427773741884502,0.00041324435941143226
70,70.0,0.00042614368808076335,0.00041165280604868064
71,71.0,0.0004244992311147076,0.000410104837750883
72,72.0,0.0004229004553053528,0.00040843411157506386
73,73.0,0.00042122694517106367,0.0004067632565108527
74,74.0,0.00041951795962328714,0.0004052145980365042
75,75.0,0.0004177876679157769,0.00040375984307112437
76,76.0,0.00041616116046767546,0.00040233202785852233
77,77.0,0.00041447228135506586,0.00040081973877801957
78,78.0,0.00041281807783956603,0.00039941634999455085
79,79.0,0.0004112044332066068,0.00039809354555992674
80,80.0,0.0004095872885685552,0.0003968671246963952
81,81.0,0.0004076341790129879,0.000395317591028288
82,82.0,0.00040582718146550987,0.00039383703967489837
83,83.0,0.0004041610346003263,0.00039318817601140054
84,84.0,0.0004021644288311816,0.0003913339979979875
85,85.0,0.00040003613361881836,0.000390334048591155
86,86.0,0.00039809482297170217,0.00038897243419861686
87,87.0,0.00039589961266352073,0.0003873829097886171
88,88.0,0.00039379130423724374,0.0003861257344916729
89,89.0,0.000391861129577996,0.00038467691047117114
90,90.0,0.00038999543714992425,0.00038325921091849783
91,91.0,0.0003881886196150272,0.000381465074107317
92,92.0,0.0003862542690950687,0.0003797538374783471
93,93.0,0.0003843850734281457,0.0003776436434626313
94,94.0,0.00038246576419893516,0.0003755686796336834
95,95.0,0.0003805116144509089,0.00037340333178040704
96,96.0,0.00037826094948859127,0.00037112467855747255
97,97.0,0.00037600925403509153,0.00036880751680915376
98,98.0,0.0003734508203773725,0.0003661226884495201
99,99.0,0.0003708409327642854,0.00036264752478538346
100,100.0,0.00036826936034399467,0.0003588638418088002
101,101.0,0.00036523666575602774,0.0003556498538403373
102,102.0,0.00036135266849736646,0.0003512433946265706
103,103.0,0.0003570324851251725,0.0003457838320173323
104,104.0,0.00035152897935067476,0.0003395095492513584
105,105.0,0.0003447441461806496,0.0003330327703484467
106,106.0,0.00033773855021637346,0.00032643373872685643
107,107.0,0.0003310069231601018,0.00031949544375363203
108,108.0,0.00032416260876710077,0.00031273107119237205
109,109.0,0.0003176473891707482,0.000306678083558966
110,110.0,0.00031145858196800365,0.00030037037504371256
111,111.0,0.00030642518497727534,0.000294331691942976
112,112.0,0.00030026877788326666,0.000290050360490568
113,113.0,0.00029580808768514544,0.0002857598343065807
114,114.0,0.0002911415768149136,0.00028335911130333055
115,115.0,0.0002877013396721816,0.00027897170262544284
116,116.0,0.00028337498359313167,0.00027530176365481954
117,117.0,0.0002797236051669137,0.00027146241128710765
118,118.0,0.00027592333531679795,0.0002675398884873305
119,119.0,0.0002719567807313676,0.00026382096777004857
120,120.0,0.0002680711294050087,0.0002609150022700695
121,121.0,0.00026484724852101255,0.00025788642856891135
122,122.0,0.00026163087804215374,0.00025521937225546153
123,123.0,0.0002584521673809461,0.00025241686047853103
124,124.0,0.0002550303853004826,0.00025022734605175046
125,125.0,0.00025188316228903003,0.00024782504728396555
126,126.0,0.0002492794150452095,0.00024540075433573553
127,127.0,0.00024696549721907275,0.00024257222373437668
