,0,1,2,3,4,5,6,7
0,0.0,0.0,-0.0034637894,0.00682412,-0.03759186,-0.12053398,-0.09178442,-0.06937769
1,0.06346652,-0.11261371,-0.0037897637,0.008957348,-0.026389081,-0.1304969,-0.12863046,-0.13312718
2,0.12693304,-0.20188065,-0.004074514,0.0117719965,-0.007709897,-0.12656535,-0.14759642,-0.17319554
3,0.19039956,-0.2534483,-0.004319866,0.015104751,0.018730495,-0.10036624,-0.13669048,-0.17654848
4,0.25386608,-0.26744992,-0.004533819,0.01861864,0.05111859,-0.046414502,-0.08912167,-0.13996135
5,0.3173326,-0.2583556,-0.0047671227,0.021420628,0.0822209,0.025266591,-0.017233994,-0.078037046
6,0.3807991,-0.24924052,-0.0050890413,0.022614475,0.10298771,0.087774515,0.049210936,-0.01813225
7,0.44426563,-0.2627036,-0.0055591897,0.021830533,0.109362,0.12155539,0.08639276,0.016404971
8,0.50773215,-0.3119739,-0.0062454594,0.018767543,0.09954517,0.12102413,0.08644388,0.015999027
9,0.5711987,-0.3956677,-0.007225344,0.013210587,0.07243056,0.08410708,0.04740181,-0.02223205
10,0.6346652,-0.4982403,-0.008494539,0.005967512,0.03455305,0.023661986,-0.014845736,-0.081711516
11,0.6981317,-0.59595525,-0.00989184,-0.0011451091,-0.0011318065,-0.03527872,-0.073391184,-0.1363031
12,0.7615982,-0.66604805,-0.011244351,-0.006399522,-0.02213598,-0.068520516,-0.10460658,-0.16487172
13,0.8250648,-0.6955141,-0.012404319,-0.008807886,-0.022939395,-0.06685222,-0.09932846,-0.15788013
14,0.88853127,-0.6861,-0.0132692745,-0.00832781,-0.006133374,-0.035722584,-0.06226933,-0.11773992
15,0.95199776,-0.6535553,-0.01391455,-0.0061106714,0.020632694,0.012236525,-0.006640178,-0.05670133
16,1.0154643,-0.6214324,-0.014490612,-0.0036177072,0.04715064,0.0580004,0.045087505,0.0011305306
17,1.0789309,-0.611856,-0.015128568,-0.002169514,0.06407172,0.083900124,0.071705215,0.03084171
18,1.1423974,-0.63685066,-0.015901042,-0.0026145582,0.06622372,0.081540376,0.0642655,0.02159243
19,1.2058638,-0.693609,-0.016852213,-0.0054003745,0.051232718,0.048762675,0.024186015,-0.022228045
20,1.2693304,-0.7655413,-0.01801225,-0.010710474,0.018735092,-0.010611186,-0.038969412,-0.08629233
21,1.3327969,-0.8286983,-0.019410014,-0.018264651,-0.023941321,-0.07284545,-0.09830932,-0.14565788
22,1.3962634,-0.8610662,-0.020970462,-0.026092414,-0.05690551,-0.10376255,-0.12821314,-0.177582
23,1.4597299,-0.8511146,-0.02240015,-0.031644367,-0.06627561,-0.09482907,-0.11911729,-0.17173663
24,1.5231965,-0.80226576,-0.0233766,-0.033392187,-0.053963583,-0.05501514,-0.07635228,-0.13171032
25,1.586663,-0.73154867,-0.023605786,-0.0314168,-0.02915803,-0.0008227242,-0.016950857,-0.07389234
26,1.6501296,-0.6629591,-0.02315001,-0.02754605,-0.0029561156,0.047878597,0.03640232,-0.021513406
27,1.713596,-0.618112,-0.02238304,-0.023999374,0.013562721,0.07297706,0.06251922,0.0020856068
28,1.7770625,-0.60782886,-0.021842863,-0.023175215,0.012261843,0.06502192,0.05090003,-0.013760699
29,1.8405291,-0.6279334,-0.022046939,-0.026291318,-0.009152613,0.02382803,0.0056760865,-0.060753994
30,1.9039955,-0.6608956,-0.023255728,-0.032808106,-0.045726594,-0.04141274,-0.060425922,-0.122759745
31,1.9674621,-0.68268216,-0.02540285,-0.040775463,-0.08409525,-0.10494289,-0.1227751,-0.17737317
32,2.0309286,-0.67214525,-0.028209677,-0.0474837,-0.10827492,-0.13872452,-0.15306029,-0.19959098
33,2.0943952,-0.61929464,-0.031239958,-0.051195137,-0.112777986,-0.1366683,-0.1413733,-0.17832792
34,2.1578617,-0.52922845,-0.03412311,-0.05224514,-0.10595802,-0.11417308,-0.09914915,-0.119522065
35,2.2213283,-0.42019516,-0.036677092,-0.051740777,-0.095177375,-0.08522016,-0.045337018,-0.041287947
36,2.2847948,-0.31653804,-0.038840584,-0.050590683,-0.08433836,-0.0581363,0.0039550476,0.031819332
37,2.348261,-0.2392714,-0.04073115,-0.049460102,-0.07567592,-0.03855791,0.036460403,0.07737042
38,2.4117277,-0.19795817,-0.042510226,-0.04866525,-0.06980157,-0.027399944,0.05006847,0.08997011
39,2.4751942,-0.18705332,-0.044261977,-0.0481508,-0.06569581,-0.021726567,0.051138867,0.08016175
40,2.5386608,-0.18813437,-0.046020698,-0.047685996,-0.062169515,-0.018320974,0.04691271,0.061248496
41,2.6021273,-0.1771506,-0.047781963,-0.04703247,-0.05813863,-0.014084061,0.044581845,0.047040373
42,2.6655939,-0.13387072,-0.049514864,-0.046021733,-0.052796833,-0.0066271443,0.049783275,0.048307545
