,0,1,2,3,4,5,6,7
81,5.140788,1.6368505,-0.045888573,-0.07767837,-0.10618806,-0.11891936,-0.11940305,-0.109101534
82,5.2042546,1.611856,-0.045591306,-0.0786151,-0.10851315,-0.124097645,-0.12517348,-0.11352678
83,5.267721,1.6214324,-0.046063144,-0.069123834,-0.08813255,-0.09684269,-0.09446131,-0.079676874
84,5.3311877,1.6535554,-0.046157483,-0.047973655,-0.05007991,-0.046667673,-0.03761663,-0.020260677
85,5.3946543,1.6861,-0.044420786,-0.026037686,-0.0096046515,0.0074463785,0.023544643,0.041822337
86,5.458121,1.695514,-0.044458468,-0.013043562,0.016327515,0.044448894,0.06559861,0.08369315
87,5.5215874,1.6660478,-0.045205038,-0.012456303,0.021113638,0.050703216,0.072911456,0.08995277
88,5.585054,1.5959547,-0.044648353,-0.022328246,0.0014690198,0.024251293,0.043132003,0.05845912
89,5.6485205,1.4982395,-0.04426905,-0.04110424,-0.0353688,-0.024074236,-0.011361776,0.0022618324
90,5.711987,1.3956671,-0.044276375,-0.060454357,-0.07325795,-0.07457654,-0.068115115,-0.0565482
91,5.7754536,1.3119733,-0.0443859,-0.06956816,-0.0957098,-0.106185265,-0.10480319,-0.095296144
92,5.8389196,1.2627037,-0.044200648,-0.06902953,-0.09508407,-0.106161185,-0.10662355,-0.09722081
93,5.902386,1.2492404,-0.043778237,-0.059036475,-0.07166426,-0.074657366,-0.07258148,-0.060511716
94,5.9658527,1.2583555,-0.04350182,-0.0377349,-0.031025155,-0.02255571,-0.015242722,0.00017051818
95,6.0293193,1.26745,-0.043435328,-0.015888013,0.008614801,0.028763667,0.043034445,0.06221927
96,6.092786,1.2534481,-0.04340255,-0.005730951,0.03012,0.05784089,0.07957539,0.10275296
97,6.1562524,1.2018805,-0.04337549,-0.008035332,0.024581198,0.05224227,0.08096078,0.10888047
98,6.219719,1.1126134,-0.043254096,-0.024423542,-0.01127553,0.011450503,0.046787903,0.08025451
99,6.2831855,0.9999996,-0.04292576,-0.052384168,-0.064790666,-0.050874494,-0.009947364,0.030162917
