,0,1,2,3,4,5,6,7
81,5.140788,1.6368505,0.08812996,1.2164884,1.4850639,1.6851283,1.7870213,1.7984557
82,5.2042546,1.611856,0.0914144,1.2283312,1.4870157,1.6795915,1.7781496,1.78921
83,5.267721,1.6214324,0.094333746,1.2378516,1.485846,1.6705748,1.765706,1.7765452
84,5.3311877,1.6535554,0.096886046,1.245031,1.4815383,1.6580473,1.7496345,1.7603768
85,5.3946543,1.6861,0.09906911,1.2498515,1.4740751,1.6419736,1.7298708,1.7406057
86,5.458121,1.695514,0.10087994,1.2522968,1.4634397,1.6223162,1.7063429,1.7171189
87,5.5215874,1.6660478,0.102315,1.2523524,1.4496164,1.5990359,1.6789737,1.6897935
88,5.585054,1.5959547,0.10337019,1.2500054,1.4325914,1.5720941,1.6476833,1.6584983
89,5.6485205,1.4982395,0.10404051,1.2452451,1.4123552,1.5414551,1.6123922,1.6230987
90,5.711987,1.3956671,0.1043205,1.2380645,1.388902,1.5070881,1.5730244,1.5834606
91,5.7754536,1.3119733,0.10420408,1.22846,1.3622329,1.46897,1.5295106,1.5394541
92,5.8389196,1.2627037,0.103685014,1.2164322,1.332357,1.4270874,1.4817929,1.4909593
93,5.902386,1.2492404,0.10275654,1.2019875,1.2992924,1.3814392,1.4298267,1.4378704
94,5.9658527,1.2583555,0.10141202,1.185138,1.2630677,1.3320402,1.3735868,1.3801012
95,6.0293193,1.26745,0.099645145,1.165903,1.2237248,1.2789224,1.313069,1.3175907
96,6.092786,1.2534481,0.09745,1.1443094,1.181319,1.222138,1.2482947,1.250307
97,6.1562524,1.2018805,0.09482127,1.1203924,1.1359205,1.1617608,1.1793141,1.1782521
98,6.219719,1.1126134,0.09175514,1.0941967,1.0876158,1.0978881,1.1062082,1.1014665
99,6.2831855,0.9999996,0.0882485,1.0657761,1.036508,1.0306427,1.0290918,1.020032
