,0,1,2,3,4,5,6,7
0,0.0,0.0,0.308094,0.20955664,0.16538107,0.11446962,0.06122703,0.009008288
1,0.06346652,-0.11261371,0.3008113,0.20478833,0.16337414,0.11459455,0.061282866,0.0022186935
2,0.12693304,-0.20188065,0.29263702,0.20278868,0.16838767,0.12640718,0.07741556,0.0155818015
3,0.19039956,-0.2534483,0.28472936,0.20406944,0.1798963,0.14823891,0.10722754,0.046982005
4,0.25386608,-0.26744992,0.2783051,0.20823434,0.19563758,0.17720428,0.14700854,0.09230405
5,0.3173326,-0.2583556,0.27435243,0.2144047,0.2130757,0.20838854,0.19038224,0.14425176
6,0.3807991,-0.24924052,0.27227956,0.22197092,0.23038986,0.23732862,0.23011875,0.19245964
7,0.44426563,-0.2627036,0.27075154,0.22885206,0.24426198,0.25877184,0.25811753,0.22619116
8,0.50773215,-0.3119739,0.26817387,0.23278168,0.2517007,0.26874653,0.26889777,0.23745024
9,0.5711987,-0.3956677,0.2634939,0.23301145,0.25230327,0.2663213,0.26138172,0.22523215
10,0.6346652,-0.4982403,0.25729877,0.23084491,0.24840355,0.25502732,0.24049184,0.19599757
11,0.6981317,-0.59595525,0.2520709,0.22957915,0.24528572,0.24275866,0.21703884,0.16348484
12,0.7615982,-0.66604805,0.25151688,0.23355773,0.24962544,0.23951128,0.20476538,0.14502731
13,0.8250648,-0.6955141,0.2595752,0.24728462,0.2673451,0.25406998,0.21547696,0.15501857
14,0.88853127,-0.6861,0.27941215,0.27326185,0.30087292,0.29025736,0.2541667,0.1985645
15,0.95199776,-0.6535553,0.31120124,0.30970886,0.34629533,0.34334168,0.313526,0.26163903
16,1.0154643,-0.6214324,0.3515573,0.3513118,0.3936456,0.3971869,0.36968085,0.32023743
17,1.0789309,-0.611856,0.39234567,0.3878647,0.42738062,0.4315339,0.40370372,0.3551276
18,1.1423974,-0.63685066,0.4247849,0.40941757,0.43676192,0.43576214,0.40469322,0.35493666
19,1.2058638,-0.693609,0.44372255,0.41401416,0.4212187,0.40967426,0.37289986,0.3206526
20,1.2693304,-0.7655413,0.4477871,0.40526158,0.3887208,0.3640966,0.3212141,0.2661521
21,1.3327969,-0.8286983,0.43906337,0.39209658,0.35484576,0.31874663,0.27180132,0.21466559
22,1.3962634,-0.8610662,0.42165816,0.38540825,0.3368907,0.29449046,0.24640188,0.18845478
23,1.4597299,-0.8511146,0.40092003,0.39327198,0.34628338,0.3037378,0.2568919,0.19892052
24,1.5231965,-0.80226576,0.38135543,0.41786787,0.3839618,0.34590468,0.30095547,0.24350941
25,1.586663,-0.73154867,0.3664356,0.4535228,0.43912417,0.40739822,0.36360785,0.30644926
26,1.6501296,-0.6629591,0.35776198,0.48832893,0.4926877,0.4666672,0.4229175,0.36485696
27,1.713596,-0.618112,0.35511523,0.5079437,0.52322125,0.5003172,0.45597306,0.39711004
28,1.7770625,-0.60782886,0.35751253,0.49993026,0.514087,0.4918944,0.44871256,0.39042804
29,1.8405291,-0.6279334,0.3709028,0.464292,0.46517783,0.4428647,0.40301332,0.34771106
30,1.9039955,-0.6608956,0.40861917,0.4200303,0.39947665,0.37698075,0.3397198,0.28722295
31,1.9674621,-0.68268216,0.47096902,0.3831871,0.34059983,0.31990615,0.28538355,0.23455971
32,2.0309286,-0.67214525,0.5394806,0.36479297,0.3072452,0.29083183,0.2595747,0.21072686
33,2.0943952,-0.61929464,0.58993375,0.37008253,0.30963874,0.29945105,0.27186164,0.22601807
34,2.1578617,-0.52922845,0.60371935,0.3960092,0.34528914,0.34163296,0.3180121,0.27606475
35,2.2213283,-0.42019516,0.5736487,0.42957813,0.39782143,0.3995111,0.37951848,0.34143892
36,2.2847948,-0.31653804,0.50626254,0.4515047,0.44304913,0.44893095,0.4327951,0.39891768
37,2.348261,-0.2392714,0.4183547,0.44323534,0.45919347,0.47026166,0.45979598,0.42954063
38,2.4117277,-0.19795817,0.3292263,0.3976264,0.43375093,0.4507099,0.44605806,0.42048636
39,2.4751942,-0.18705332,0.25401244,0.3241943,0.3722157,0.3948758,0.3965913,0.3770265
40,2.5386608,-0.18813437,0.19691011,0.24455917,0.29840136,0.32675853,0.33510092,0.3213266
41,2.6021273,-0.1771506,0.14641002,0.17627889,0.23609364,0.26954892,0.28411338,0.27657887
42,2.6655939,-0.13387072,0.09150132,0.13759273,0.20629525,0.24376535,0.26353797,0.2625327
43,2.7290604,-0.049843937,0.03552737,0.1379452,0.21543527,0.2568579,0.2817661,0.28780377
44,2.7925267,0.068222016,0.00069295615,0.17886329,0.2582223,0.30343726,0.33365068,0.34691134
45,2.8559933,0.20098606,0.002688311,0.24158585,0.3158024,0.36389348,0.39898616,0.4186857
46,2.9194598,0.3239121,0.04725098,0.29405308,0.3632815,0.41429594,0.4544128,0.48082098
47,2.9829264,0.41673347,0.14221308,0.31472567,0.38059422,0.43523028,0.4808338,0.51383734
48,3.046393,0.47125012,0.28341693,0.30104697,0.3579772,0.41557136,0.46730623,0.5070883
49,3.1098595,0.4944249,0.43311632,0.26754415,0.31013456,0.36732844,0.4246978,0.4703839
50,3.173326,0.505575,0.5094214,0.2118957,0.24803382,0.30764905,0.37174883,0.42375433
51,3.2367926,0.5287499,0.4853946,0.1601282,0.19478089,0.25897482,0.33037257,0.38831294
52,3.300259,0.5832667,0.4126771,0.14599636,0.17760944,0.2448642,0.32239634,0.38627115
53,3.3637257,0.6760882,0.3379472,0.1611841,0.19874626,0.27036342,0.35328695,0.42337322
54,3.4271922,0.7990144,0.29022342,0.19649565,0.24840999,0.32714316,0.41581956,0.49215737
55,3.4906588,0.9317781,0.26649886,0.25563237,0.31269097,0.39586756,0.48911682,0.5724417
56,3.554125,1.0498443,0.18455452,0.3059314,0.3664576,0.45323303,0.5503286,0.63978755
57,3.6175916,1.1338708,0.05988138,0.3123102,0.38416266,0.4772859,0.5785358,0.67438054
58,3.6810582,1.1771507,0.009156525,0.28957397,0.36692113,0.4633048,0.5708549,0.6716075
59,3.7445247,1.1881342,0.05740472,0.24157447,0.31946045,0.41988236,0.53316236,0.6380607
60,3.8079913,1.1870532,0.14885914,0.17971551,0.26133445,0.36804354,0.48693255,0.5959499
61,3.8714578,1.1979582,0.20650741,0.13230881,0.22148636,0.33333424,0.45562145,0.56824803
62,3.9349244,1.2392715,0.20813924,0.11386304,0.21250594,0.33272836,0.45764664,0.5743891
63,3.9983907,1.3165382,0.20907837,0.139386,0.24239224,0.36921936,0.4971005,0.61756265
